grand_parent_id,dwh_party_id
769c2413-dd58-4c42-952c-fc5393be8d87,4307972
825b2493-44c1-4543-bb55-b02360d1b533,4842769
c6a1e655-b183-4ab8-aa71-b06d2bd9e47a,6325001
ae880a3b-247e-4dae-848d-db8030356f79,1590031
703dc135-1468-4069-b71c-24b17b5a1623,12446893
91dab349-1c68-4a49-9f58-aaa4b0540caf,7871699
3f8d9d17-b680-485e-8243-cbe5d7c0228e,7988538
62e3adb4-7789-4122-9603-384fe4560acd,11816679
6cdb718e-cdfd-462f-b406-76da96b75219,8324543
6c9bcadf-4e14-4013-b99f-404db272bd05,2370280
bbde5df9-2bc2-4885-9371-110b2bf4cfef,12586494
ac87b4d6-1a73-44e2-8d69-16701d0dcad6,3298703
3e172c1d-439e-47cd-8996-a70952cd1fd6,11348403
f8b123da-ef93-4587-b8e0-f8461bc2109c,12635389
d3748c46-ac41-4898-8399-a2946d7ebe50,12577018
2e722846-0ffe-4ae1-b11c-5d4db5c4be85,12122416
f1c2bf8d-f40d-4a4b-b508-260ef122838f,7941821
ba49cde0-8964-47c9-9b66-252bd1714791,10969270
81e7863a-3821-4d5c-b134-c80975eb6024,12564860
05aa4abc-09bd-4380-8c02-2078b94b9a42,11232666
34faf7a6-6824-438e-8e26-21663cb7fbb1,1322507
d4f65988-86f8-4aa9-8f05-f1713eae5b35,11462371
c17c2a25-7cd6-454b-9710-a37d3294ab84,4133432
6cdb718e-cdfd-462f-b406-76da96b75219,12955299
75b94c85-cd67-41e0-8215-647ef305fe3f,12151049
b37363fd-964f-4357-adab-52caae2f9246,8357195
9800501f-083d-42b2-b4e3-1a016cc29701,12756951
97709178-028a-4fda-9dcc-709867b68d5f,8383473
b5114361-ac87-4ac9-846d-c9914737fd38,2308480
40222dde-da3f-4eb8-9dea-4c988a40817d,12581867
6cdb718e-cdfd-462f-b406-76da96b75219,6093060
c6cbae45-37f5-4314-83eb-b3fa1e97c0d0,11126602
31c7378c-e725-4b0c-b35c-dfe9561a6ff6,11643167
eb329047-94ab-4064-a738-73cf11dd246b,11639002
ec9a8937-2469-470e-b21d-440b547559d0,9712820
6ec8a0e9-abca-470e-8eb1-851ffabec489,2977761
8a0c0816-28cd-4518-bad1-0ddac49ccee3,10727955
086fa719-285c-419d-bafe-b8bd9a1f56ee,8415476
6712037b-865c-4a1e-b7a8-756626905387,5405246
2d4e0040-0579-4654-821c-aa397150151f,4050107
c7c1d56f-9bff-49fd-9a7d-a60c4bc669be,11206334
fce5f3cd-032b-4a1e-83a7-1f4ac30feb9c,12905289
d4ebf812-cfc1-4218-82dd-66640b794bd7,12652814
1d5970e4-38ad-45b8-9300-d0bb52af8b9b,12424855
5f91e14c-f698-4c59-8554-86b9f1bc1e64,11985933
f3e7cf8c-2810-4127-b4e5-5b2d6e5e8477,2168378
49fc861f-c843-4389-9f0e-539290523dd1,10282912
a16c1fc7-91ed-49f7-8b6e-9361e0ca38fb,9701159
c6a1e655-b183-4ab8-aa71-b06d2bd9e47a,8142668
fc9f04f2-db89-4856-bfdd-5b1d4c6f8c3e,9040965
cf966dd1-4e88-4c2e-87f6-b9340398e425,7508588
89919265-fe02-4b15-b1cd-50caf1da03dc,12564290
0e3d7d95-d425-44bb-83d4-9de84b586950,11823542
3abe3270-428c-4575-8147-e1552ec34671,3093548
6d9a2f8d-9e0b-4d9a-b5b6-2180266efaba,10965714
eb4ff124-b976-4ef6-947b-dfece3280ee9,11278398
d966fb7c-66c7-40ee-895c-41cd7b3b462f,10958299
42127c9d-a605-41ee-8752-2b3eeaaf1ac7,12540691
eae13e52-5a3d-49ec-9d4b-be1a03ac87e0,12690140
6cdb718e-cdfd-462f-b406-76da96b75219,12521938
49fc861f-c843-4389-9f0e-539290523dd1,12736787
78091dd7-30f8-426d-b58f-ebcd5db018c2,10474654
a9dd7dc7-df58-4d19-bd57-39d6418ab16e,1903018
e2644f1f-548f-431c-9f64-cc688b989890,9460730
f774a498-02df-4a57-8ab6-b3bd6b0475a3,12564869
74e58f06-8280-4dd3-b8a0-baa0a0033a80,12461897
b47e1b6e-ad66-42fc-807b-2ee1d5d4d7ed,3271355
35ff75b2-9841-47e5-b551-f0a0f0351faa,9144699
f93a4c9a-90e9-4481-a134-40ce1db869bd,8926045
b52a0738-6bd6-4893-97dd-cd1530128c79,12774236
a673157d-a6d6-433e-b44b-92c447fdcec7,11976424
c631f10f-286a-49d4-9cef-5585709f01b7,9441591
3e5a911a-28d7-4bcf-a127-276f54a5c97e,2509510
557a0555-9aa4-453a-9454-c506a2f2aca3,7524039
18ba6246-04da-4502-b1f2-f0347737f4ea,12577888
bfa1b1e5-ca43-4953-9edd-bdb4bdead574,10520773
260b3b11-e014-4713-b70a-86fb364c04be,12498793
16651dea-19ce-4a8d-a668-51f919e6cee4,1264881
41863511-75ae-4add-bcf2-bdbc9180f6c5,2569241
6cdb718e-cdfd-462f-b406-76da96b75219,12559414
ed1564d0-be8d-4f7e-8673-1eeb8feca540,1999703
49b93783-8d4f-43a2-8ab7-7f439063f49e,3003210
b090d35a-2916-48f8-aed3-31259fc29113,11536103
b93138ec-c8d7-4386-bc1d-f555dc5cfc09,12914068
8cccb857-8c52-4459-a6fb-bcf4a8aeb6bd,8855481
20e8568c-9b0b-43ba-93ad-29347dca22fd,11048268
90ec7be1-6cc1-48b2-ba2f-6d2e32f62798,9315683
9185586a-9e22-4151-b2f5-4583b9e13fe4,12456682
4ed7f537-b1b4-46ec-9c76-82adbaaff0d0,12875615
086fa719-285c-419d-bafe-b8bd9a1f56ee,10308624
25d017f5-9cbe-4f55-8551-25149a981063,12393821
c795a1ed-c940-4711-86a5-f220cbe4ddae,11079444
d67ff4a2-d5b2-4c3f-98b7-f9692f7bb5ae,10870413
9fda72a7-eb6e-46ed-a85a-045560353942,12710908
d338ef59-6f34-43d4-bab7-c4683efe4f45,2664681
81b9ce5c-5346-475d-8bfb-85964cb89144,12611808
ff04fac6-c6d8-42d0-9bae-aa50ffd87cf1,11101119
6c84c191-bde0-446f-8eb1-e61a390bc6b5,12234714
1fe7e860-9fee-484e-a724-7c3cf23d0c2c,2485400
f2be0c0e-8896-4f56-9ed8-de3f7ad990ad,12609641
846dd6f5-6375-4e58-b86b-fbb2baac2083,4535523
bf739581-749d-4e79-996a-b6e32b6b9bf1,3417017
5c84764b-cd39-4e11-a822-d4c0b2431422,12133109
ef16976d-f345-4fb7-af13-327aba30c180,4851005
f5a2cde5-b9c0-4cb4-80b4-cb1a4e41467e,12515034
bb7ce5ba-6f87-43aa-9ea6-1bc2fadbdd0e,9646674
a7746e0e-e979-48f7-b0a1-82d71dbcf387,4738120
dd47bac4-232e-47d9-bc75-56d5dd32c5f9,8347285
6d5c7218-1809-4111-a402-c3a1a0576981,12385468
5fe5cb01-74a4-42e4-b668-bb10fbac5fd3,11865699
086fa719-285c-419d-bafe-b8bd9a1f56ee,12753496
3c943d6a-1e72-4bf2-89fc-0330e6c18088,6248573
c72ba0a4-f32d-4735-94bc-6ede12a736d1,4861407
6d5c7218-1809-4111-a402-c3a1a0576981,9470198
7f63d014-2d8d-4455-a0ef-a63d25f69d4d,2566411
355cbfb2-2ec1-4c71-8594-81226e5eb21a,11315505
9a3d47e6-e415-4e1b-bacc-216e57c18fd0,8532097
fc9f04f2-db89-4856-bfdd-5b1d4c6f8c3e,6038730
33723df6-0e93-40b8-9fe5-61dd9457f88c,2806724
1eb6d1c9-f188-42a6-8681-3676ce84d03b,10463946
179872ca-9728-4e61-b1f1-72549173c9cc,9627186
cf12b678-272a-4353-9930-0a497e38614e,11047796
ca1b7f8e-c011-42e8-a598-246a23a410dd,1609620
c795a1ed-c940-4711-86a5-f220cbe4ddae,2604260
9185586a-9e22-4151-b2f5-4583b9e13fe4,10644084
ee419961-c82e-4b2e-b539-10c8559d6d74,12486870
67137c88-ccff-43f0-b987-3541416dba43,10901846
c31e2873-d6b9-456a-9e53-19f4dd990668,5227464
0cabc13b-93f7-42f9-b475-cd9a8da791d4,12163059
48f2ef12-bcac-4567-b294-ba7fb28205b3,7862416
95b06f9d-d7d6-421c-9244-16c5003f68ba,11837697
6157f01e-a3aa-46c3-8e4c-d84fa3449545,12456228
1a1e45c9-e7f3-4ea4-af72-7438ba61881f,7709621
81b9ce5c-5346-475d-8bfb-85964cb89144,10664331
d3bcf7bc-0cee-4fba-aa5e-20e4ab8abd14,8851113
81b9ce5c-5346-475d-8bfb-85964cb89144,8450660
62e3adb4-7789-4122-9603-384fe4560acd,8090958
5544ae0d-c1bd-4df2-b6e8-aa819c007d69,10891335
ed9f9e7b-5ac3-403c-bd8a-77a0092bae07,8517468
bc13dd55-a51d-4818-964e-c059fb32f54e,11678485
1fe7e860-9fee-484e-a724-7c3cf23d0c2c,12857156
9486c4bf-512b-48ba-8652-b0bda3a4ee2a,12709258
e5cd091f-b36a-4e56-92ed-5e1891e7e4fe,12585481
65542e1d-9246-42d1-ad55-eb57b6ae2def,3737160
7e3b1d87-5806-492b-a9a9-d245756060fa,9686177
a48dc812-c448-4838-9740-da822102ea6e,3386613
76a98ce7-0852-4778-918f-e7d8bde16394,4865480
d27fe3ab-378b-43ee-af90-f6eec39ef4b4,2201088
621edc74-4361-4093-b1da-2b0475b2bf1a,7945754
b47e1b6e-ad66-42fc-807b-2ee1d5d4d7ed,2116900
9fda72a7-eb6e-46ed-a85a-045560353942,1911852
5fe5cb01-74a4-42e4-b668-bb10fbac5fd3,6054310
cb05156a-440f-4490-9831-90d01ba0bd42,5226966
42127c9d-a605-41ee-8752-2b3eeaaf1ac7,10532004
f2be0c0e-8896-4f56-9ed8-de3f7ad990ad,7877661
d3748c46-ac41-4898-8399-a2946d7ebe50,12498361
2a010370-727a-40da-a20f-f60d7967d282,9720200
48f2ef12-bcac-4567-b294-ba7fb28205b3,8546262
9bbe41c6-3429-4090-a6ad-a50e37852c80,10339983
42127c9d-a605-41ee-8752-2b3eeaaf1ac7,11643167
179872ca-9728-4e61-b1f1-72549173c9cc,1760012
e608887c-24aa-4145-8b9d-4f4eceed1245,11530724
da65ae13-d2f8-483b-8b9f-325e596e4e27,11077420
263ff5d6-107a-422e-99a0-578290f78faa,6956800
81b9ce5c-5346-475d-8bfb-85964cb89144,9860658
a60c1481-aae7-4495-bb48-1d99c555cb0b,12916707
46c91ccc-eaa3-4b7a-8c83-c9d9d9b645d0,12564680
2c21829e-fc22-4f07-b408-764a78d0179a,3680265
3116efa4-6b8c-47a0-85a9-f7d8da2ae1ef,12487279
b5114361-ac87-4ac9-846d-c9914737fd38,1360727
1d5970e4-38ad-45b8-9300-d0bb52af8b9b,4998820
fbd82b0d-2f92-486e-9e6c-453c5fe7ac14,12789672
39ec900a-42ec-41f3-8761-30d99cb31f17,5788388
ed1564d0-be8d-4f7e-8673-1eeb8feca540,12980772
11055b12-1944-49dd-9f66-bbbe5bbe5a8b,11277326
f74c363d-a32a-47b7-b897-29ce77912845,2953261
61bedf79-2c7d-44b6-b6a9-6b4a27da3427,4651757
b9461156-c9d8-47fa-a515-1042c58d87e6,2398058
d966fb7c-66c7-40ee-895c-41cd7b3b462f,12556591
ac87b4d6-1a73-44e2-8d69-16701d0dcad6,12800141
7452684d-7323-48de-b8c4-808f568a2687,9701159
6cdb718e-cdfd-462f-b406-76da96b75219,12031459
c7d1654b-a5f1-41d8-908d-cb49f60ea68d,11509544
107cbc25-196b-4d33-9866-b29a6cc5a9de,10634962
35ff75b2-9841-47e5-b551-f0a0f0351faa,12753470
d3748c46-ac41-4898-8399-a2946d7ebe50,3734763
0c33a790-9404-40ad-ab63-393106226b05,9754714
c6a1e655-b183-4ab8-aa71-b06d2bd9e47a,7962091
a3b74954-6367-42e5-b9bc-d23ebf925801,12950655
91dab349-1c68-4a49-9f58-aaa4b0540caf,12194828
b5e8ca30-8115-4b32-9987-4a34218f1901,2489091
a6a3f9ba-6d6e-4014-97b5-eb959a516b4f,2201088
4c1a7fa7-d56f-4322-9ddc-969ed06f1dae,2921884
04034798-8602-4b7f-9863-d461e8d502f5,12010767
b206c2b5-504f-4f44-aefb-5356ad585283,1299949
0b5af1fa-c5a8-4eb8-9a48-ede77065edd9,4454822
af357ba9-3d3a-4686-bb12-fe4a93d3d15f,11982750
e10f27f6-1257-406f-9348-5794aa16925a,11480705
6cdb718e-cdfd-462f-b406-76da96b75219,6077148
3500a6ee-179e-44aa-a709-c8acb3471455,2635028
f342773a-5a7d-4b11-9f56-ef3af8699cba,3386718
47ba6b0e-2f10-4418-9068-e0eccea70701,3820815
47019ac3-a279-474d-86d3-fd7b4b96ddb0,10845865
1f0f9969-db5f-4306-a132-82f07d5af342,8775376
c31e2873-d6b9-456a-9e53-19f4dd990668,12675494
33723df6-0e93-40b8-9fe5-61dd9457f88c,3324250
69be9ac3-4fe4-4927-b654-8ca83c7a0c00,2392465
62e3adb4-7789-4122-9603-384fe4560acd,12819019
085e8434-8459-41cb-acb5-de5f7ab623ec,8639569
ff75373e-5cad-4db5-9494-3b38d8aaf5bc,9122122
f2be0c0e-8896-4f56-9ed8-de3f7ad990ad,4894719
3c361085-baed-4647-8e8d-8547af9111d0,2778832
0242489f-a011-4e20-a2b4-a4c44ff9a6c4,4285649
f01b45f7-5589-4b81-9758-8b3ef2632d55,12990649
20fb434b-cb16-4299-bada-c5c84c0cac46,12778753
c8a8dc88-98a2-46d5-b2b0-51d6445f2089,11039579
ae6dd89c-feab-437e-acd7-b40c9d93b576,9026365
62e3adb4-7789-4122-9603-384fe4560acd,12601754
07b51003-3e52-4f65-9b43-3e17bb75c6cb,10613668
f1e9a2bb-c777-47b8-a60a-c457a8fe4bc9,9484297
4ce92880-5d4c-49fe-8010-bbcd15d496b6,12961386
cbfb6818-d7b4-4158-9b65-ef5f4b890e29,2285668
2587ad88-5980-4ba9-b1b6-d2ee2e0cc362,5182059
74e58f06-8280-4dd3-b8a0-baa0a0033a80,3273314
e2644f1f-548f-431c-9f64-cc688b989890,10273757
19e995dd-9ae4-4595-ab67-28818065308a,12133440
08702eab-ff68-4b21-8f55-0b294b0f969b,12528178
8833c474-583a-471a-8d53-7b1fb128cad1,3382548
35ff75b2-9841-47e5-b551-f0a0f0351faa,2424013
d3748c46-ac41-4898-8399-a2946d7ebe50,4309418
40ac8375-16fc-4664-bf78-9b671dd129f5,9631179
c9802815-3455-413b-9293-c4e8dca45f23,4966210
18458182-c2bf-4a7f-9d82-6027c80a5f8d,12032412
50881e93-3b57-405c-a293-2b8873448f28,11207738
1eff7538-2b4a-4970-8046-90284e28c6f1,12904378
42127c9d-a605-41ee-8752-2b3eeaaf1ac7,8303178
d42ac8be-ddae-48e9-8ecd-be565f2f71dd,1235993
cbd4b813-efae-41de-8435-4e1e9fcbb6a7,12711736
836425e1-5fb0-46f8-bb41-3c6cd43b6224,8243106
c1e7a715-ef5f-4f36-84bb-9d0ffce8a0d4,5417913
efb8538e-f085-465d-ac0d-93e73f1ef279,11350359
b0a811d9-3e2d-4803-b6ab-73320efea20c,12127400
1eb6d1c9-f188-42a6-8681-3676ce84d03b,12603627
e55bf31f-85a0-4db6-8e0c-d2cd7d61e8e7,12051990
f2a0ef97-155a-40df-8e8a-28e7c46018fc,11849087
b52a0738-6bd6-4893-97dd-cd1530128c79,7344696
f463f5b7-8e8f-41d0-93b3-9477e79fccb9,8441863
5fd09dee-3e01-4fb3-a478-a700728a03fa,12942095
353e0624-40e8-482e-b7d2-bf247649dafe,8823375
693105ca-5ef0-4a1a-ad67-70a57df0c1d4,9857252
3eda6ecb-a9df-42f6-b32a-d5c9de47791c,12616569
d4a15c1e-28cd-413a-90c7-deca9666493e,8781937
48f2ef12-bcac-4567-b294-ba7fb28205b3,12684669
3200a582-a975-4348-a8a5-057d0fc35e44,4046311
50881e93-3b57-405c-a293-2b8873448f28,7746086
cb2a976b-89f7-444d-85da-31f83de8219f,8949607
f31ef890-6c1f-44cd-86b9-ce904323d56a,12529099
ff04fac6-c6d8-42d0-9bae-aa50ffd87cf1,13200067
39ec900a-42ec-41f3-8761-30d99cb31f17,6217576
cf12b678-272a-4353-9930-0a497e38614e,3119552
efb8538e-f085-465d-ac0d-93e73f1ef279,12740511
d4f65988-86f8-4aa9-8f05-f1713eae5b35,9762352
0937e66d-7de6-4d54-870d-7e6b997bf0f6,10918031
c075060d-3f6e-4b4d-b162-d3e55b581823,5239126
e94e428f-6861-48f0-a9a9-b534f1b4824e,10944174
7452684d-7323-48de-b8c4-808f568a2687,11394914
d995b110-7a1e-44ea-9691-adbace7a719e,4191934
c795a1ed-c940-4711-86a5-f220cbe4ddae,12881595
5107bda3-d69a-4e48-b66c-cdf2d3780bbe,5183609
989193fe-1ea2-4fdb-abcd-fb24dfeb3763,7524039
d6985280-d702-464e-8c02-a6cd42f893e3,5535939
355cbfb2-2ec1-4c71-8594-81226e5eb21a,10105260
e81a5f09-c2f1-476e-9bb8-9f2695b80e2f,12617572
19e995dd-9ae4-4595-ab67-28818065308a,12716873
718cd76e-9d6d-4427-acdc-980df5a038cb,3092834
9fda72a7-eb6e-46ed-a85a-045560353942,3531328
d3bcf7bc-0cee-4fba-aa5e-20e4ab8abd14,11694240
c50ad72e-dc1c-4a73-91e0-3b909d57ebcd,12577438
8cccb857-8c52-4459-a6fb-bcf4a8aeb6bd,12191133
8662eb7d-69b1-4e20-a56b-b73f09132aee,2978135
e682d0e1-fe18-4590-92a7-f58992c3ed3a,10429813
d93c18a9-fbe0-4001-909f-50620dcf241a,12898440
36deff67-f7d5-4802-96e6-f42f89aaaff6,1119961
68a8b7aa-2e8e-4ff2-9272-1266687eca5d,11304587
49fc861f-c843-4389-9f0e-539290523dd1,9865222
8066546a-89d4-4f81-9d70-7e265436771f,12647647
705cf4ba-a8a5-4aa5-931c-934a19a4313f,8737442
380d7b8c-5b93-4f77-a278-c9e64c8bce5e,12680307
